Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1774270188,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1774270189,5,,Aggregated,0.000000,0.000000,78,820,840,840,840,840,840,840,840,840,840,13,0,78,359.29488451578294,39.98908284120262,841.554082930088,3756.076923076923
1774270190,10,,Aggregated,0.000000,0.000000,94,180,820,840,840,840,850,850,850,850,850,33,0,94,298.93081688152796,39.98908284120262,847.6174171082675,4072.6969696969695
1774270191,15,,Aggregated,0.000000,0.000000,87,180,820,830,840,860,860,1000,1000,1000,1000,58,0,82,284.5336113542575,28.463417198508978,1027.9772919602692,4014.551724137931
1774270192,20,,Aggregated,8.500000,0.000000,96,180,820,840,850,870,900,1000,1000,1000,1000,78,0,95,291.8103535910352,28.463417198508978,1027.9772919602692,3528.628205128205
1774270193,25,,Aggregated,12.000000,0.000000,120,180,240,830,860,870,880,900,1000,1000,1000,109,0,120.0,280.017703694693,28.463417198508978,1027.9772919602692,3434.532110091743
1774270194,30,,Aggregated,15.000000,0.000000,140,190,240,820,840,870,880,900,1000,1000,1000,125,0,140.0,266.5961832795292,28.463417198508978,1027.9772919602692,3378.336
1774270195,35,,Aggregated,16.400000,0.000000,140,220,290,820,860,910,1000,1000,1000,1000,1000,179,0,140.0,279.3753805528681,28.463417198508978,1027.9772919602692,3361.7988826815645
1774270196,40,,Aggregated,18.333333,0.000000,140,220,290,820,870,910,1000,1000,1100,1100,1100,213,0,140.0,283.68775839174054,28.419625014066696,1075.0573328696191,3228.323943661972
1774270197,45,,Aggregated,19.000000,0.000000,180,250,310,460,870,980,1000,1000,1100,1100,1100,250,0,180.0,297.38791481312364,28.419625014066696,1075.0573328696191,3149.344
1774270198,50,,Aggregated,22.750000,0.000000,190,270,370,440,870,980,1000,1000,1200,1200,1200,286,0,190.0,307.03649354912994,28.419625014066696,1198.6256251111627,3217.7937062937062
1774270199,55,,Aggregated,24.111111,0.000000,220,320,400,470,870,990,1100,1100,1200,1200,1200,324,0,220.0,324.68014900906036,28.419625014066696,1198.6256251111627,3129.3425925925926
1774270200,60,,Aggregated,25.500000,0.000000,250,380,570,790,870,1000,1100,1100,1400,1400,1400,360,0,250.0,369.8759800541059,28.419625014066696,1359.9377910140902,3155.3277777777776
1774270201,65,,Aggregated,28.900000,0.000000,290,520,690,800,880,1000,1100,1500,1500,1500,1500,404,0,290.0,414.04055389760083,28.419625014066696,1507.849832996726,3031.9653465346537
1774270202,70,,Aggregated,31.300000,0.000000,330,600,760,830,940,1000,1500,1600,1700,1700,1700,437,0,330.0,452.22090728457346,28.419625014066696,1715.0729161221534,3056.649885583524
1774270203,75,,Aggregated,32.400000,0.000000,370,660,830,860,1000,1300,1600,1800,1800,1800,1800,462,0,370.0,500.81746722269173,28.419625014066696,1789.6867920644581,3008.409090909091
1774270204,80,,Aggregated,34.600000,0.000000,400,730,840,900,1300,1500,1700,1800,1900,1900,1900,487,0,400.0,549.5838111350638,28.419625014066696,1888.4496670216322,2999.716632443532
1774270205,85,,Aggregated,35.500000,0.000000,470,820,900,1000,1500,1700,1900,2300,2300,2300,2300,519,0,470.0,628.7825504602301,28.419625014066696,2301.4915408566594,3043.023121387283
1774270206,90,,Aggregated,35.700000,0.000000,560,840,1000,1300,1700,1900,2300,2700,2800,2800,2800,549,0,560.0,711.0569486606574,28.419625014066696,2782.515374943614,2983.537340619308
1774270207,95,,Aggregated,35.700000,0.000000,620,870,1300,1500,1900,2200,2400,2800,3000,3000,3000,580,0,610.0,793.9856516201338,28.419625014066696,2963.8360829558223,2986.146551724138
1774270208,100,,Aggregated,33.900000,0.000000,660,990,1400,1700,2100,2300,2800,3000,3100,3100,3100,610,0,660.0,872.1855086430937,28.419625014066696,3061.6142922081053,2905.8
1774270209,100,,Aggregated,33.300000,0.000000,730,1100,1600,1900,2200,2400,3000,3000,3100,3100,3100,643,0,730.0,948.7105685899622,28.419625014066696,3061.6142922081053,2900.7853810264387
1774270210,100,,Aggregated,32.500000,0.000000,790,1300,1800,2000,2300,2400,3000,3000,3100,3100,3100,669,0,790.0,1004.6514261657336,28.419625014066696,3116.8569589499384,2896.949177877429
1774270212,100,,Aggregated,32.300000,0.000000,840,1500,2000,2200,2300,2500,3000,3100,3300,3300,3300,708,0,840.0,1080.5735600037542,28.419625014066696,3293.5805418528616,2905.1398305084745
1774270213,100,,Aggregated,31.300000,0.000000,870,1700,2000,2200,2300,2400,3000,3100,3300,3300,3300,750,0,860.0,1133.5736454746996,28.419625014066696,3293.5805418528616,2966.8186666666666
1774270214,100,,Aggregated,30.200000,0.000000,920,1800,2000,2100,2300,2400,3000,3100,3300,3300,3300,784,0,910.0,1167.6659549587068,28.419625014066696,3293.5805418528616,2938.7755102040815
1774270215,100,,Aggregated,30.200000,0.000000,1000,1900,2100,2200,2300,2400,3000,3100,3300,3300,3300,811,0,1000.0,1204.8351705426285,28.419625014066696,3293.5805418528616,2918.5709001233045
1774270216,100,,Aggregated,31.300000,0.000000,1000,1900,2100,2200,2400,2800,3000,3100,3300,3300,3300,833,0,1000.0,1247.8324917694588,28.419625014066696,3293.5805418528616,2877.2112845138054
1774270217,100,,Aggregated,31.500000,0.000000,1100,1900,2200,2300,2400,2800,3000,3100,3300,3300,3300,857,0,1100.0,1290.753738013832,28.419625014066696,3293.5805418528616,2854.9346557759627
1774270218,100,,Aggregated,31.200000,0.000000,1300,2000,2200,2300,2600,2800,3000,3100,3700,3700,3700,885,0,1300.0,1337.4348713482314,28.419625014066696,3701.0055840946734,2857.6214689265535
1774270219,100,,Aggregated,31.200000,0.000000,1400,2100,2200,2300,2700,2900,3000,3100,3700,3700,3700,908,0,1400.0,1375.9089118682077,28.419625014066696,3701.0055840946734,2824.5308370044054
1774270220,100,,Aggregated,30.200000,0.000000,1500,2100,2300,2400,2800,2900,3000,3100,3700,3700,3700,937,0,1500.0,1418.218657080424,28.419625014066696,3701.0055840946734,2784.0885805763073
1774270221,100,,Aggregated,30.200000,0.000000,1600,2200,2300,2400,2800,2900,3000,3100,3700,3700,3700,958,0,1600.0,1445.0103373957957,28.419625014066696,3701.0055840946734,2766.776617954071
1774270222,100,,Aggregated,28.700000,0.000000,1700,2200,2300,2500,2800,2900,3000,3100,3700,3700,3700,991,0,1700.0,1480.2576144219786,28.419625014066696,3701.0055840946734,2812.7780020181635
1774270223,100,,Aggregated,28.700000,0.000000,1800,2200,2400,2500,2800,2900,3000,3100,3700,3700,3700,1020,0,1800.0,1508.3816420494616,28.419625014066696,3701.0055840946734,2784.814705882353
1774270224,100,,Aggregated,28.100000,0.000000,1800,2300,2400,2500,2800,2900,3000,3200,3700,3700,3700,1052,0,1800.0,1537.0037649435474,28.419625014066696,3701.0055840946734,2765.986692015209
1774270225,100,,Aggregated,26.800000,0.000000,1900,2300,2400,2500,2800,2900,3000,3200,3700,3700,3700,1078,0,1900.0,1558.1309488356367,28.419625014066696,3701.0055840946734,2749.048237476809
1774270226,100,,Aggregated,26.300000,0.000000,1900,2300,2400,2500,2800,2900,3000,3200,3700,3700,3700,1105,0,1900.0,1581.9619636211494,28.419625014066696,3701.0055840946734,2746.131221719457
1774270227,100,,Aggregated,26.200000,0.000000,1900,2300,2400,2500,2800,2900,3000,3200,3700,3700,3700,1131,0,1900.0,1604.807291415814,28.419625014066696,3701.0055840946734,2716.4323607427054
1774270228,100,,Aggregated,26.900000,0.000000,2000,2300,2500,2500,2800,2900,3000,3200,3700,3700,3700,1169,0,2000.0,1634.852803582716,28.419625014066696,3701.0055840946734,2712.2805816937553
1774270229,100,,Aggregated,26.900000,0.000000,2000,2300,2500,2500,2800,2900,3000,3200,3700,3700,3700,1196,0,2000.0,1647.826064916298,28.419625014066696,3701.0055840946734,2716.0785953177256
1774270230,100,,Aggregated,28.000000,0.000000,2000,2300,2400,2500,2800,2900,3000,3200,3700,3700,3700,1230,0,2000.0,1655.3967333093997,28.419625014066696,3701.0055840946734,2692.051219512195
1774270231,100,,Aggregated,28.600000,0.000000,2000,2300,2400,2500,2800,2900,3000,3200,3700,3700,3700,1260,0,2000.0,1660.709862743083,28.419625014066696,3701.0055840946734,2682.3825396825396
1774270232,100,,Aggregated,29.700000,0.000000,2000,2300,2400,2500,2700,2900,3000,3200,3700,3700,3700,1288,0,2000.0,1671.1925579177473,28.419625014066696,3701.0055840946734,2664.205745341615
1774270233,100,,Aggregated,29.700000,0.000000,2000,2300,2400,2500,2700,2900,3000,3200,3700,3700,3700,1319,0,2000.0,1681.820925554632,28.419625014066696,3701.0055840946734,2660.8453373768007
1774270234,100,,Aggregated,29.400000,0.000000,2000,2300,2400,2500,2700,2900,3000,3200,3700,3700,3700,1345,0,2000.0,1688.403915283426,28.419625014066696,3701.0055840946734,2649.24312267658
1774270235,100,,Aggregated,29.600000,0.000000,2000,2300,2400,2500,2700,2900,3000,3200,3700,3700,3700,1360,0,2000.0,1698.769993146861,28.419625014066696,3701.0055840946734,2665.147794117647
1774270236,100,,Aggregated,29.900000,0.000000,2000,2300,2400,2500,2800,2900,3000,3200,3700,3700,3700,1391,0,2000.0,1724.658693787009,28.419625014066696,3701.0055840946734,2653.551401869159
1774270237,100,,Aggregated,28.400000,0.000000,2100,2300,2500,2600,2800,3000,3100,3200,3700,3700,3700,1410,0,2100.0,1743.2640008686162,28.419625014066696,3701.0055840946734,2638.344680851064
1774270238,100,,Aggregated,28.600000,0.000000,2100,2400,2500,2600,2800,3000,3200,3300,3700,3700,3700,1436,0,2100.0,1769.433903391635,28.419625014066696,3701.0055840946734,2632.9428969359333
1774270239,100,,Aggregated,28.100000,0.000000,2100,2400,2500,2600,2900,3000,3200,3300,3700,3900,3900,1466,0,2100.0,1796.2251118261056,28.419625014066696,3886.2849578727037,2620.5839017735334
1774270240,100,,Aggregated,27.200000,0.000000,2100,2400,2500,2700,2900,3100,3300,3400,3900,3900,3900,1485,0,2100.0,1814.7377233883296,28.419625014066696,3894.5336248725653,2633.4309764309764
1774270241,100,,Aggregated,26.800000,0.000000,2100,2400,2600,2700,2900,3100,3300,3300,3900,3900,3900,1511,0,2100.0,1833.5045155678326,28.419625014066696,3894.5336248725653,2609.6545334215753
1774270242,100,,Aggregated,25.600000,0.000000,2200,2400,2600,2700,3000,3100,3300,3400,3900,3900,3900,1536,0,2200.0,1852.0575205511705,28.419625014066696,3894.5336248725653,2609.2994791666665
1774270243,100,,Aggregated,25.600000,0.000000,2200,2400,2600,2800,3000,3100,3300,3400,3900,3900,3900,1560,0,2200.0,1865.1656111006816,28.419625014066696,3894.5336248725653,2598.8884615384613
1774270244,100,,Aggregated,25.400000,0.000000,2200,2400,2600,2800,3000,3100,3300,3400,3900,3900,3900,1565,0,2200.0,1868.8179257880754,28.419625014066696,3894.5336248725653,2591.053674121406
1774270245,100,,Aggregated,24.600000,0.000000,2200,2400,2600,2800,3000,3100,3300,3600,4000,4200,4200,1573,0,2200.0,1878.38161826129,28.419625014066696,4155.385457910597,2583.574062301335
1774270246,100,,Aggregated,22.100000,0.000000,2200,2500,2700,2800,3000,3200,3800,4000,4400,4700,4700,1603,0,2200.0,1918.9449942713466,28.419625014066696,4728.468582965434,2579.328758577667
1774270247,100,,Aggregated,21.400000,0.000000,2200,2500,2700,2800,3100,3400,3900,4000,4700,4700,4700,1634,0,2200.0,1953.543372337981,28.419625014066696,4740.376791916788,2596.1658506731947
1774270248,100,,Aggregated,21.400000,0.000000,2200,2500,2700,2800,3100,3400,3900,4100,4700,4700,4700,1657,0,2200.0,1970.2114108220635,28.419625014066696,4740.376791916788,2593.700663850332
1774270249,100,,Aggregated,21.400000,0.000000,2200,2500,2700,2800,3100,3400,3900,4100,4700,4700,4700,1657,0,2200.0,1970.2114108220635,28.419625014066696,4740.376791916788,2593.700663850332
1774270250,100,,Aggregated,21.400000,0.000000,2200,2500,2700,2800,3100,3400,3900,4100,4700,4700,4700,1657,0,2200.0,1970.2114108220635,28.419625014066696,4740.376791916788,2593.700663850332
1774270251,100,,Aggregated,19.500000,0.000000,2200,2500,2800,2800,3100,3600,4100,5100,5500,5900,5900,1674,0,2200.0,2004.608755565461,28.419625014066696,5864.283833885565,2587.7132616487456
1774270252,100,,Aggregated,17.400000,0.000000,2200,2500,2800,2900,3200,3900,5200,5300,5500,5900,5900,1705,0,2200.0,2063.871272251589,28.419625014066696,5864.283833885565,2583.7425219941347
1774270253,100,,Aggregated,16.000000,0.000000,2300,2600,2800,2900,3300,4100,5300,5400,5600,5900,5900,1727,0,2300.0,2105.7615581576047,28.419625014066696,5864.283833885565,2573.460914881297
